track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,duration_min,group
1UkfAC49Q2Zn9LpLCyLNk6,Tirso Duarte,Pa Cali,Pa Cali,29,349560,False,0.734,0.88,5,-4.171,0,0.064,0.245,0.0,0.0618,0.79,172.004,4,salsa,5.826,long
0P1bhrbR7Jgqfj8M7lPt8T,Norma Jean,Meridional,Falling From The Sky: Day Seven,23,377373,False,0.238,0.746,10,-7.64,0,0.0626,0.00183,0.63,0.141,0.177,133.838,4,death-metal,6.2896,long
34y1d4i8uru6aQSWd8ewPT,Alka Yagnik;Kumar Sanu,Phool Aur Kaante (Original Motion Picture Soundtrack),Tumse Milne Ko Dil,57,300400,False,0.529,0.812,1,-9.238,0,0.0706,0.768,1.93e-06,0.311,0.768,138.841,3,k-pop,5.0067,long
2cyVzxp4a7vObkPvhQfzrw,Exciter,Thrash Speed Burn,Thrash Speed Burn,18,301209,False,0.268,0.98,4,-4.805,1,0.0746,1.16e-06,0.907,0.184,0.14,159.586,4,black-metal,5.0202,long
541jLF5Yu9QIVmcY48CJhX,Boris Brejcha,22,Moondancer,50,508800,False,0.826,0.481,5,-12.096,1,0.0656,0.0214,0.925,0.106,0.27,125.01,4,minimal-techno,8.48,long
2APReQk9Ma7HfXq5DIaV0X,Mo' Horizons;The Bahama Soul Club,10 years of... The Remixes,Kikiribu - The Bahama Soul Club remix,18,364333,False,0.794,0.765,10,-9.21,0,0.0545,0.0031,0.814,0.283,0.345,111.996,4,trip-hop,6.0722,long
4MjW0jp8b9hAe1dmzJIBCG,Black Coffee;Angelos;Jinadu,Subconsciously,Lost (with Angelos feat. Jinadu),46,364951,False,0.659,0.568,10,-13.956,1,0.0307,0.0631,0.0713,0.0823,0.464,119.985,4,deep-house,6.0825,long
2Bc4llhjJBW77I552RgA3L,Aphex Twin,Selected Ambient Works Volume II,#3,64,464293,False,0.167,0.071,6,-27.108,0,0.041,0.911,0.855,0.107,0.0613,143.315,5,ambient,7.7382,long
4J8IVpeMHd99SzsslJhODq,Faithless,Outrospective,Liontamer,23,348946,False,0.622,0.842,9,-10.034,0,0.0514,0.0895,0.556,0.54,0.307,109.032,4,trip-hop,5.8158,long
0DnGfA1r8pAssJCuq4ojla,Gary Moore,Still Got The Blues,Still Got The Blues,68,370866,False,0.189,0.39,9,-14.497,0,0.0353,0.257,0.000152,0.122,0.32,169.563,3,hard-rock,6.1811,long
5ouauC4nZAGSysChGI9B2Z,Juan Atkins;Moritz Von Oswald,Borderland,Footprints,10,444181,False,0.904,0.379,9,-15.832,1,0.536,0.125,0.891,0.11,0.354,130.188,4,detroit-techno,7.403,long
3FRLxtpSk9BxxnxdS6I4jq,Yuvan Shankar Raja;Tanvi Shah,Naan Mahaan Alla (Original Motion Picture Soundtrack),Iragai Poley,65,317739,False,0.875,0.539,3,-8.364,0,0.0367,0.0586,0.0047,0.116,0.305,115.004,4,k-pop,5.2956,long
3g92l6bDDHborAQJ5YUjOm,Pavo,Communicate,Communicate - Original Mix,22,336000,False,0.652,0.961,5,-5.918,0,0.0549,0.0219,0.035,0.0463,0.441,150.03,4,hardstyle,5.6,long
22stjHygANSjOS1mRfpHTS,Tineidae,Lights,Paper Birds,8,368013,False,0.292,0.224,5,-13.262,0,0.0464,0.376,0.933,0.111,0.0381,90.135,4,idm,6.1335,long
0iANTai9oZfdFzmrGnMQ3Y,Space Motion;Stylo,Dreamers,Dreamers,48,403902,False,0.805,0.886,6,-8.129,0,0.0685,0.000313,0.877,0.0673,0.272,122.995,4,electronic,6.7317,long
4MfJoIqaQyKaodHyGowjbP,Kemuel,Qual É a Sua Escolha?,Sempre Comigo,29,342805,False,0.28,0.434,0,-7.741,1,0.0373,0.567,2.93e-06,0.11,0.207,152.249,3,groove,5.7134,long
6d3jo3AUpEsOrMsbtyeW7y,The Prodigy,Their Law The Singles 1990 - 2005,Serial Thrilla - Live,18,315493,False,0.513,0.993,8,-4.801,0,0.11,0.000157,0.406,0.403,0.369,118.086,4,breakbeat,5.2582,long
2vfxA3xU9LiPWxppQC8Hup,Sajeer Koppam,Eeran Mizhikalil,Eeran Mizhikalil,29,322542,False,0.387,0.455,7,-10.483,0,0.0401,0.628,6.21e-05,0.139,0.173,174.715,3,malay,5.3757,long
4l72mpKK5DWq0e8fmhol8u,Andy Montañez,The Best 55 Años De Historia,Casi Te Envidio,33,387578,False,0.821,0.809,7,-5.926,1,0.0527,0.637,1.05e-06,0.885,0.814,98.136,4,salsa,6.4596,long
1ZozJfi8u9cO2Ob8KwiwNT,Creed,Human Clay,Higher,71,316733,False,0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,4,metal,5.2789,long
4Qa6z3YWYWZvtoI8aAmo7k,Galaxy 2 Galaxy,Galaxy 2 Galaxy: A High Tech Jazz Compilation,Inspiration,8,392586,False,0.661,0.517,5,-16.147,0,0.0415,0.105,0.755,0.235,0.296,138.543,4,chicago-house,6.5431,long
0oIbkBXuNKpRGrePp7cAeo,NTO,Gamma,Gamma,46,381254,False,0.664,0.72,1,-9.668,1,0.0485,0.000697,0.798,0.126,0.0323,125.009,4,minimal-techno,6.3542,long
1dVuRDQTEskwGzyhpDzzNk,Pickpocket,Hayalle Geçek Arasında,Ne Farkeder?,37,305830,False,0.505,0.857,2,-5.329,0,0.0382,0.00115,2.05e-06,0.0816,0.437,150.082,4,punk-rock,5.0972,long
769cLRTw2y6KRdkFWFkxtu,Pantera,Cowboys from Hell,Domination,65,305293,True,0.372,0.888,2,-5.88,1,0.0943,0.000211,0.00442,0.115,0.555,141.374,4,metal,5.0882,long
5UjaOsrdoI4shw9gM2eNPC,Buena Vista Social Club,Buena Vista Social Club,El Cuarto de Tula,14,445426,False,0.546,0.715,9,-11.927,1,0.0459,0.621,0.000218,0.294,0.85,104.905,4,world-music,7.4238,long
1YNgwOjLp0zJWf4qJwQe4l,K-Hand,I Have a Question,Sound 6,31,361402,False,0.789,0.993,9,-8.76,1,0.0557,0.000149,0.915,0.0452,0.166,133.511,4,detroit-techno,6.0234,long
7coGhA3MmrmiOuboH32qSY,RADWIMPS,Your Name. (Deluxe Edition / Original Motion Picture Soundtrack),Nandemonaiya - English Version,42,342453,False,0.494,0.464,6,-5.747,1,0.0315,0.153,0.0,0.354,0.471,167.882,4,j-rock,5.7076,long
2QALFQsf6QAs6esLfRLNlt,Nathan Lane;Madeleine Doherty;Jennifer Smith;Kathy Fitzgerald;Matthew Broderick;Brad Oscar;Cady Huffman;Gary Beach;Roger Bart;The Producers Ensemble,The Producers (Original Broadway Cast Recording),Along Came Bialy,22,416760,False,0.471,0.467,8,-10.66,1,0.211,0.82,0.0,0.309,0.537,143.871,4,disney,6.946,long
1bo7IzH8YJ3cdh5kcCe1LT,Huxley;SHE KORO,Great Stuff Pres. Amsterdam 2022,Halo - Vocal Mix,0,395487,False,0.78,0.788,1,-7.476,1,0.0661,0.00332,0.0865,0.101,0.289,124.005,4,deep-house,6.5914,long
49EYyEIx0xpGuPLWxSsNgX,Passion;Kristian Stanfill;Tasha Cobbs Leonard;Anna Golden,Burn Bright,What He's Done - Live From Passion 2022,50,397216,False,0.255,0.558,1,-7.974,1,0.0359,0.0169,2.17e-05,0.0879,0.183,141.486,4,world-music,6.6203,long
1DCdIWCE5UFiObCsTSpKFv,Alice In Chains,Alice In Chains,Heaven Beside You,62,327893,True,0.551,0.724,10,-7.09,0,0.032,0.00451,0.000167,0.116,0.559,111.243,4,grunge,5.4649,long
4OMu5a8sFpcRCPCcsoEaov,Led Zeppelin,Led Zeppelin,Babe I'm Gonna Leave You - 1990 Remaster,62,401066,False,0.404,0.435,4,-12.045,0,0.0323,0.246,0.00074,0.156,0.156,136.058,4,hard-rock,6.6844,long
0iuRYmJA5Oy6GF3wpibS27,Casa De Leones,Casa De Leones,Ponte Ahi,44,304066,False,0.821,0.864,7,-5.705,1,0.0852,0.613,1.97e-05,0.123,0.776,98.02,4,reggaeton,5.0678,long
4Fa1JAMAa8leM4TQnTiz83,Magnus Uggla,Välkommen till folkhemmet,Astrologen,39,309840,False,0.492,0.591,11,-6.617,1,0.0401,0.366,0.0,0.321,0.473,136.226,4,swedish,5.164,long
52dm9op3rbfAkc1LGXgipW,The Rolling Stones,Sticky Fingers (Remastered),Wild Horses - 2009 Mix,69,341773,False,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,4,british,5.6962,long
0TAGwi2JsXjxebn1lW2qXP,Nusrat Fateh Ali Khan,"Nusrat Fateh Ali Khan, Vol. 32",Kinna Sohna Tenu,37,627362,False,0.478,0.623,8,-8.324,1,0.0758,0.276,1.9e-06,0.366,0.691,109.318,4,folk,10.456,long
6KbKnkWLN2w3a9mj7JAkrL,Mark Broom,PINK II,Klub Tool - Original Mix,0,306952,False,0.788,0.767,11,-9.829,0,0.0584,0.000318,0.939,0.106,0.134,135.006,4,minimal-techno,5.1159,long
5AkoMexMFW2knOhHOuS9iV,Darlene Zschech,Revealing Jesus,In Jesus' Name - Live,48,599586,False,0.423,0.714,7,-6.543,1,0.0398,0.000417,1.9e-06,0.131,0.0729,104.996,4,world-music,9.9931,long
4CYQUeKtH5nAKUfLrePjEL,Vou Zuar;Grupo Menos É Mais,Na Mesma Roda (Ao Vivo),Fortaleza / Porradão / Fotos Antigas / Modo Avião / Quem - Ao Vivo,45,493775,True,0.404,0.557,7,-12.227,0,0.0518,0.608,4.9e-06,0.221,0.767,93.784,4,pagode,8.2296,long
2Fs5fnxRdf7XsvgmlUAOwQ,Andrew Bayer;OLAN,Journey To ABGT500 pt.2,Under Pressure (ABGT499D3),38,336963,False,0.518,0.726,10,-9.088,1,0.046,0.0315,0.000257,0.255,0.113,118.034,4,trance,5.6161,long
0BXzHqVTlb88KmbgM56H70,Swattrex;Lofi By Swattrex,Sweater Weather,Sweater Weather,0,305117,False,0.464,0.397,1,-14.002,1,0.0468,0.208,0.865,0.112,0.0541,96.035,4,indian,5.0853,long
2vfSCFvMbpf4hwxt22Wx7b,Amelie Lens,"A-Sides, Vol. 6",In Silence,51,393740,False,0.736,0.845,1,-12.017,1,0.0377,0.00548,0.901,0.111,0.198,128.009,4,techno,6.5623,long
6zdzp7ETXDHstw7SilkjEW,Cem Adrian;Aylin Aslım,Cem Adrian Canlı,Herkes Gider Mi (Live) (feat. Aylin Aslim),37,322525,False,0.361,0.141,2,-15.501,0,0.0394,0.911,0.0,0.486,0.0921,72.837,4,turkish,5.3754,long
09TYM8GCSYtQmpaXe8kYuK,Periphery,Periphery IV: HAIL STAN,Blood Eagle,40,358120,False,0.492,0.982,1,-5.251,1,0.147,8.87e-05,0.0108,0.392,0.0877,124.94,4,metalcore,5.9687,long
1DKt8jBLop9ybhGwkxhOO6,Kibariye,Anlayamazsın,Tepecikli,41,352800,False,0.67,0.608,11,-11.298,0,0.208,0.0765,0.0,0.0531,0.712,149.024,3,turkish,5.88,long
163lPqOCnHTlfaPFkD30CN,Glenn Underground,The Jerusalem EP's,Negro Cry,8,416333,False,0.735,0.332,5,-20.039,0,0.0406,0.0145,0.629,0.0753,0.655,115.987,3,chicago-house,6.9389,long
0GrK2fO1EOBrH7WPseI32X,The Cranberries,Spooky Scary Season,Zombie,1,307440,False,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock,5.124,long
7iraBslVEX9wlVVwmsg4m7,Phil Wickham,Hymn of Heaven,God of Revival,36,320146,False,0.432,0.701,1,-6.181,1,0.0474,0.0202,0.0,0.151,0.169,144.074,4,world-music,5.3358,long
48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,82,329733,False,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,4,rock,5.4956,long
4Aa5v0LJ8VoJAt68deFiPf,Gateway Worship,"Heart Of Worship - 10,000 Reasons (Bless The Lord)","10,000 Reasons (Bless The Lord)",41,322906,False,0.27,0.264,7,-10.597,1,0.033,0.224,6.1e-06,0.109,0.162,73.016,4,world-music,5.3818,long
42mDqJTTQW6adKYflnauIE,LCD Soundsystem;Soulwax,Dance Dance Dance,Get Innocuous! - Soulwax Remix,0,601240,False,0.667,0.997,0,-5.832,1,0.0457,0.0745,0.744,0.241,0.693,117.999,4,electronic,10.0207,long
2O6X9nPVVQSefg3xOQAo5u,Portishead,Dummy,Mysterons,55,305240,False,0.657,0.498,11,-11.529,1,0.262,0.405,0.000479,0.107,0.46,164.25,4,trip-hop,5.0873,long
5kW4weQet1sxEKE9wJngDJ,Mastodon,Top of the Rock,Teardrinker,0,320507,False,0.457,0.979,5,-3.836,1,0.0485,9.8e-06,0.119,0.123,0.227,127.006,4,hard-rock,5.3418,long
2IuRiIKFRFluDMJfzgzJ68,Bruno Mars;Anderson .Paak;Silk Sonic,US Pop 20s,Love's Train,1,307014,False,0.71,0.625,6,-9.008,0,0.0295,0.029,1.1e-05,0.108,0.784,140.994,4,pop,5.1169,long
63xpjDxbwROqqERnq7SvlX,Murilo Huff,Ao Vivão,Pot-Pourri: Te Quero Pra Mim / Convite de Casamento / Meu Disfarce,53,323754,False,0.458,0.469,0,-7.161,1,0.0421,0.583,0.0,0.254,0.303,145.069,4,sertanejo,5.3959,long
4qK7R1xXSBWL7QUAdE2NLa,Parsa Shomali,Noise A Noise 20.4-1,"Sancta Sanctio, Pt. 2",0,406257,False,0.202,0.658,6,-16.209,0,0.172,0.303,0.881,0.358,0.0625,79.301,1,iranian,6.771,long
5gVjR4w8eXYCBhD4v6wZ7H,Trazendo a Arca,Toque no Altar (Ao Vivo),Sacia-Me - Ao Vivo,29,421800,False,0.561,0.656,2,-6.221,1,0.027,0.329,0.0,0.7,0.238,134.983,4,groove,7.03,long
0og9wKFGgFFNQnrBe7eisG,Shankar Mahadevan;Alyssa Mendonsa,Karthik Calling Karthik,Uff Teri Adaa,67,304088,False,0.647,0.792,2,-9.815,1,0.0373,0.00536,5.82e-05,0.054,0.306,132.032,4,pop-film,5.0681,long
5BUEPIEXU0KupMQRwCUwPi,Boris Brejcha,Space Diver,The Troublemakerz,45,458880,False,0.799,0.612,2,-8.926,1,0.0614,5.8e-05,0.878,0.107,0.266,125.0,4,minimal-techno,7.648,long
1C0CaMMelcgJsj1ztKFlax,Robert Owens;Bernard Badie,"Naked, Pt. 1",Ping Pong,4,380160,False,0.871,0.654,7,-8.836,1,0.0512,0.012,0.018,0.0995,0.568,125.023,4,chicago-house,6.336,long
5qnT1FiCYDoD0RIaLRhtJ7,Alphaxone,Living in the Grayland,El Shadows,10,304091,False,0.0725,0.269,0,-22.967,1,0.0608,0.1,0.79,0.104,0.0341,80.171,4,iranian,5.0682,long
1v9CRCQDI6IzCcP5Okwfob,Jaleh Negari,Weaver ~,opening pattern,0,312789,False,0.608,0.597,6,-15.235,0,0.0468,0.925,0.552,0.364,0.375,123.017,4,iranian,5.2132,long
1wwb6Omgzc3EH211pteNVt,Ron Trent,Presents Romantic Flight,Day and Night,5,506000,False,0.686,0.744,7,-11.615,1,0.0484,0.0325,0.175,0.0993,0.885,124.008,4,chicago-house,8.4333,long
0B1xAsEU2g2IHjGafuIhrr,Omar S,Pull Ovaa,Pull Ovaa,9,476968,False,0.594,0.935,10,-7.439,0,0.0762,0.000507,0.881,0.314,0.358,124.946,4,detroit-techno,7.9495,long
0kfCf8GLQDZFZZIhVtHZvk,Charlotte de Witte,Asura EP,Asura,51,469612,False,0.731,0.902,11,-10.807,1,0.0511,0.0122,0.899,0.111,0.409,136.014,4,techno,7.8269,long
4WTfVbqTAGNMVxNj7fAu8C,Frankie Knuckles;Director's Cut;B.Slade;Sami Dee,The Director's Cut Collection,Get over U - Director's Cut Mix - Sami Dee Edit,12,379097,False,0.772,0.82,1,-7.014,1,0.05,8.95e-05,0.34,0.0468,0.552,126.025,4,chicago-house,6.3183,long
2BmwXAUDtEzKw4RGtHJu5B,Shanti People;Blazy;Gottinari,Tandava (Blazy & Gottinari Remix),Tandava - Blazy & Gottinari Remix,50,312160,False,0.635,0.886,4,-5.007,0,0.156,0.104,0.00762,0.0824,0.134,140.015,4,electro,5.2027,long
1erM5eAa42t5PizveNnsbY,Limão Com Mel,Só As Melhores (Ao Vivo),Minha Vida Sem Você - Ao Vivo,39,308706,False,0.513,0.914,0,-3.631,1,0.0459,0.0965,0.0,0.767,0.412,93.958,4,forro,5.1451,long
69iWQWwGVlbTycJgF9ISXn,Lars Winnerbäck,Eldtuppen,Hur och vem och vad,41,302680,False,0.367,0.469,7,-8.293,1,0.0275,0.0705,0.0179,0.118,0.28,175.128,4,swedish,5.0447,long
7LUo3H3NYUjKhTRgYnd7fC,Pendulum;Noisia,The Reworks,Hold Your Colour - Noisia Remix,45,322937,False,0.264,0.846,0,-2.671,1,0.19,0.0485,0.00115,0.147,0.0665,173.248,4,drum-and-bass,5.3823,long
4fTQexolQYVsT3MEdyaRWU,Mike Dunn;MD III,Face The Nation,Face The Nation,11,305660,False,0.745,0.837,10,-7.614,0,0.0483,0.00367,0.326,0.296,0.57,129.953,4,chicago-house,5.0943,long
1i6N85l4X2SCpOEO3aKGyK,DJ Sneak,Polyester (The Complete Story),Reachin,11,341695,False,0.76,0.453,6,-10.387,0,0.0775,7.22e-06,0.805,0.0524,0.432,124.014,4,chicago-house,5.6949,long
6fNKcDfjdXghHgvGLyqVY1,Paul Kalkbrenner;Housemeister,X,Square 1 - Housemeister Remix,23,369133,False,0.685,0.721,8,-8.528,1,0.0334,0.00303,0.804,0.0993,0.655,122.006,4,minimal-techno,6.1522,long
0AfIewt6bapCFSHmVjdQZP,Lady Waks,Bass Shakers 2015,"Bass Shakers 2015 - Continuous DJ Mix, Pt. 1",11,2796984,False,0.516,0.899,1,-5.899,1,0.0573,0.00336,0.00168,0.19,0.465,130.572,4,breakbeat,46.6164,long
7AxHkJlQJ7BLfcdSUC5oLA,Greensky Bluegrass,Stress Dreams,Cut a Tooth,24,329719,False,0.491,0.667,1,-10.957,0,0.0321,0.145,0.00346,0.292,0.5,155.8,4,bluegrass,5.4953,long
57JAYiwPmU93oowUWKwrEF,Cassiane,Cassiane - Gospel Collection Ao Vivo,Com Muito Louvor,50,382014,False,0.359,0.681,10,-5.821,1,0.0361,0.528,0.0,0.665,0.324,138.701,4,brazil,6.3669,long
1Juu6Lvbf5ByIghY6uDbM0,林姍姍;David Ling Jr,我愛經典系列,把歌談心,27,343000,False,0.304,0.124,1,-17.6,0,0.0397,0.948,0.00104,0.143,0.0828,168.996,4,cantopop,5.7167,long
1aC5yJ8CQPAvIDMiAf2kfF,Kamuran Akkor,Sev Yeter,Eskidendi O,29,312215,False,0.379,0.599,2,-6.26,0,0.0323,0.488,2.1e-05,0.396,0.459,155.163,4,psych-rock,5.2036,long
3G1SVODcssMmS5YM5G3tun,S3RL,Old Skool Masters - S3RL,Pretty Rave Girl,56,363428,False,0.429,0.988,4,-5.241,0,0.14,0.00747,0.0486,0.169,0.312,175.019,4,happy,6.0571,long
3iSgRJUrMKHLglnrQrQ6kO,Within Temptation,The Unforgiving,Iron,51,341000,False,0.293,0.962,11,-2.981,0,0.121,3.42e-05,1.62e-05,0.367,0.27,198.121,3,goth,5.6833,long
5nXwG66MOM5xzGdYKfij1a,Confess,Back to My Future,Unormal,0,335673,False,0.537,0.798,2,-5.929,1,0.0352,4.02e-06,0.205,0.174,0.598,132.997,4,iranian,5.5946,long
4Hsmji2BOjjgzf3krHyGQK,Kahtmayan,Resurrection 1,Dead,4,421520,False,0.553,0.877,2,-4.309,0,0.0784,0.00622,0.0352,0.114,0.196,100.018,4,iranian,7.0253,long
0I5CwxETIiIIymPkEqEDAf,Lenny Dee;The Darkraver,Thunderdome 25 Years Of Hardcore,Toda Rhythm,20,309413,False,0.537,0.896,6,-6.963,0,0.0738,0.0299,0.849,0.103,0.07,190.078,4,happy,5.1569,long
4ZmShAPu9UK15uXZeJN1Vi,Mylène Farmer,Point de suture,Appelle mon numéro,41,332306,False,0.556,0.863,7,-6.614,1,0.0327,0.454,0.000437,0.161,0.628,90.011,4,synth-pop,5.5384,long
3KvmRWZpoxCu1j9zkMgo5U,Romanthony;Nadia,Do You Think You Can Love Me,Do You Think You Can Love Me - Lookin' Glasgow Remix Vox #40,7,480000,False,0.795,0.733,9,-7.609,0,0.0724,0.00634,0.497,0.093,0.936,110.787,4,chicago-house,8.0,long
6VhlABJh5uaZOpyyi5wute,Bonobo,Dial 'M' for Monkey,Nothing Owed,40,376533,False,0.641,0.414,11,-11.95,0,0.0432,0.362,0.833,0.25,0.269,90.007,4,trip-hop,6.2756,long
2f63NvfEJjBKm0L2rMSKa4,Tineidae,Exo,Star Mist,15,421450,False,0.0602,0.251,7,-21.325,1,0.0479,0.36,0.609,0.17,0.0332,68.238,4,idm,7.0242,long
1IQBDoIDL2SbxnfbKqlIiY,Caju Pra Baixo,Roda de Samba do Caju (Ao Vivo),Brigas de Paixão / Mundo de Ilusão - Ao Vivo,41,350892,False,0.531,0.825,9,-4.804,0,0.112,0.52,0.0,0.71,0.734,87.566,4,samba,5.8482,long
5ami95W9OOWQPwrBb5tud5,Pendulum,Immersion,Watercolour - Full Version; Single,58,304106,False,0.421,0.896,5,-5.696,0,0.103,0.000174,0.039,0.323,0.169,174.065,4,drum-and-bass,5.0684,long
3ySVdXje5nm31d7vL3jNV3,Ankit Tiwari,Ek Villain,Galliyan,62,340399,False,0.552,0.75,10,-5.215,0,0.039,0.445,7.37e-05,0.291,0.4,89.999,4,pop-film,5.6733,long
6K9xtaY32TN61lml2zMBpG,Papon;Gautam Gulati;Shivaleeka Oberoi,"Choti Choti Galtiyan (feat. Gautam Gulati,Shivaleeka Oberoi)","Choti Choti Galtiyan (feat. Gautam Gulati,Shivaleeka Oberoi)",32,302722,False,0.45,0.499,5,-8.288,1,0.0852,0.611,0.0,0.156,0.211,68.047,1,folk,5.0454,long
7lncM5eggAyUVs3LtA3L01,Inner City;Juan Atkins,Paradise Remixed,Big Fun - Magic Juan Remix,14,304215,False,0.782,0.875,10,-10.943,0,0.11,0.0436,0.64,0.0533,0.702,119.79,4,detroit-techno,5.0702,long
7FIy6N0Q90ID7u1Gh9oGfe,Guy Gerber,What To Do EP,What To Do,46,300983,False,0.718,0.693,0,-10.661,0,0.0382,0.165,0.815,0.104,0.664,121.992,4,minimal-techno,5.0164,long
228jOK08e4CpXSkE8bNlHc,Ícaro e Gilmar,Sextou Bebê (Ao Vivo),O Que É Que Tem / Recaídas / Esqueça Que Eu Te Amo (Ao Vivo),50,305746,False,0.459,0.46,7,-6.616,1,0.038,0.679,0.0,0.109,0.586,140.184,4,sertanejo,5.0958,long
4tpCEl6GopTnPTH0jShV5l,Papucho Manana Club,Pa´cualquiera,La Especuladora de la Habana,29,315493,False,0.662,0.921,0,-4.078,0,0.0508,0.721,2.66e-05,0.0613,0.937,192.203,4,salsa,5.2582,long
14ZoSQzMmy8LwCmCt7NynJ,Steve Miller Band,Halloween Songs | Witches Hour,Abracadabra,2,308373,False,0.791,0.534,9,-13.261,0,0.0355,0.0749,1.99e-06,0.156,0.963,127.488,4,singer-songwriter,5.1396,long
4vP5AQEH20l7zXfkdMCtzX,Barbara Tucker;Obskür,Beautiful People (Obskür Remix),Beautiful People - Obskür Remix,48,333771,False,0.832,0.677,11,-8.78,0,0.105,0.00338,0.0153,0.0494,0.384,128.017,4,chicago-house,5.5628,long
6qGIp3SdhIzW8A0MWeJEcW,Umer Farooq,Patang,Patang,40,474999,False,0.224,0.32,0,-13.896,0,0.0295,0.528,3.57e-05,0.0842,0.0828,180.049,4,songwriter,7.9166,long
6UYuOowztJWeXxdIBKaKhR,Sean Finn;Luca Debonaire;Luciana,Amsterdam Night Fever,Don't Look Down - Original Mix,0,304761,False,0.737,0.833,6,-3.86,1,0.0603,0.000457,0.115,0.0936,0.855,125.992,4,german,5.0794,long
2uSZS29bkKzQ1bSKW7dvly,Serial Killaz,Send Dem / Authentic,Send Dem,21,329247,False,0.344,0.96,10,-3.521,0,0.162,0.0003,0.429,0.796,0.687,84.82,4,drum-and-bass,5.4874,long
1WhTTo75YqLegIOyndRQex,Katsbarnea,Acústico (A Revolução Está de Volta),Apocalipse,39,360253,False,0.482,0.73,6,-7.205,0,0.0295,0.495,9.97e-05,0.956,0.548,119.826,4,gospel,6.0042,long
5pK4elvBpzeAk8amFG3NVN,Puscifer,Money Shot,The Remedy,11,367191,True,0.466,0.759,11,-8.148,0,0.0311,0.0304,0.0405,0.171,0.659,180.021,5,industrial,6.1198,long
54yAfxuhZqdm3Sr1i33goh,BROX,Real Live,Falling,35,370434,False,0.598,0.881,1,-8.54,1,0.0324,0.000976,0.755,0.291,0.394,138.0,4,trance,6.1739,long
0UlSTv7h3xyrkTUnG2XhLL,Carl Craig,Versus,Sandstorms,12,385578,False,0.552,0.616,5,-14.572,1,0.0328,0.0345,0.94,0.0804,0.234,119.994,4,detroit-techno,6.4263,long
3V8UKqhEK5zBkBb6d6ub8i,Nio Garcia;Casper Magico;Bad Bunny;Darell;Ozuna;Nicky Jam,Te Boté (Remix),Te Boté - Remix,78,417920,True,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,4,reggaeton,6.9653,long
1xRS4rW2sFcVVkngfnhQuM,Theo Parrish,Sound Signature Sounds,Ebonics,13,759266,False,0.892,0.396,6,-17.348,0,0.298,0.651,0.435,0.117,0.54,110.592,4,detroit-techno,12.6544,long
0jp8whu8DYgYMupBJkVvNP,Einmusik,Ellipse,Ellipse,35,411633,False,0.648,0.963,5,-10.355,1,0.0372,0.000315,0.775,0.0931,0.118,124.004,5,minimal-techno,6.8606,long
5Uym0e9PeDDJLyDdD747cl,Håkan Hellström,Håkan Boma Ye! (Live),Man måste dö några gånger innan man kan leva (Live),33,340960,False,0.426,0.704,2,-8.836,1,0.0351,0.0671,6.99e-06,0.797,0.561,128.661,4,goth,5.6827,long
1cAl2nk24dN10qsR9bYJ1s,Moonspell,Sin / Pecado,HandMadeGod,21,333666,False,0.479,0.911,9,-6.739,1,0.0805,0.00103,0.451,0.219,0.488,119.985,4,black-metal,5.5611,long
2X4ZjXJZISfPIcpaUAfoll,kobasolo;えみい,これくしょん2,secret base ~君がくれたもの~ feat.えみい (テーマパークガール),49,348000,False,0.622,0.536,6,-3.236,1,0.0319,0.416,0.0,0.11,0.348,133.895,4,anime,5.8,long
6Dk2oxb5zYRmCJjYhdbrkr,Boris Brejcha,FEAR,Sad But True,45,481920,False,0.82,0.425,2,-10.306,1,0.0877,0.000694,0.906,0.112,0.307,125.001,4,techno,8.032,long
2CWEiXeb49EQ68m8BvQqDe,Stanton Warriors;Lily Mckenzie,Sound of Punks,Too Long - Vip Mix,18,358820,False,0.674,0.923,10,-3.976,0,0.031,0.00126,0.486,0.0939,0.324,129.99,4,breakbeat,5.9803,long
2y8pG9CF0HC4cttJ50Pufk,"Nas & Damian ""Jr. Gong"" Marley",Distant Relatives,Patience,58,345093,False,0.792,0.639,4,-8.087,0,0.0431,0.204,0.0186,0.0964,0.315,124.209,4,reggae,5.7516,long
1NJBnGY0qu7yQKBYBZmiyh,Michael W. Smith,Worship,The Heart Of Worship - Live,43,375000,False,0.43,0.376,4,-12.676,1,0.0361,0.727,8.29e-05,0.234,0.338,147.28,4,world-music,6.25,long
1gqCO3x2MO4KbQfN9pGUlH,Hans Zimmer,Dune (Original Motion Picture Soundtrack),Ripples in the Sand,56,314786,False,0.116,0.245,7,-17.58,1,0.0335,0.115,0.895,0.0975,0.0363,83.99,4,german,5.2464,long
